Data,Quant. de Vendas,Forma de Pagamento,Loja,GMV,Estado,Tipo de Vendas
7/2/2020,3,TipoB,Parceiro2,"R$3,611.04",Distrito Federal,Não Promocional
7/2/2020,3,TipoA,Parceiro4,"R$2,404.79",Rio Grande do Sul,Não Promocional
7/2/2020,7,TipoB,Parceiro2,"R$2,381.46",Rio de Janeiro,Não Promocional
7/2/2020,10,TipoB,Parceiro3,"R$2,984.73",Acre,Não Promocional
7/2/2020,10,TipoA,Parceiro4,"R$2,381.00",Amazonas,Não Promocional
7/2/2020,15,TipoA,Parceiro2,"R$3,406.46",Sergipe,Não Promocional
7/2/2020,11,TipoB,Parceiro7,R$396.08,Pará,Não Promocional
7/2/2020,9,TipoA,Parceiro4,"R$3,881.51",Mato Grosso do Sul,Não Promocional
7/2/2020,15,TipoB,Parceiro1,"R$3,211.01",Espírito Santo,Não Promocional
7/2/2020,12,TipoA,Parceiro2,"R$3,971.34",Tocantins,Não Promocional
7/2/2020,9,TipoB,Parceiro7,"R$2,512.46",Pernambuco,Não Promocional
7/2/2020,8,TipoA,Parceiro5,"R$2,942.37",Rondônia,Não Promocional
7/2/2020,11,TipoB,Parceiro6,"R$2,077.17",Tocantins,Não Promocional
7/2/2020,9,TipoB,Parceiro2,"R$2,901.82",Distrito Federal,Não Promocional
7/2/2020,16,TipoA,Parceiro6,R$55.22,Amazonas,Não Promocional
7/2/2020,15,TipoA,Parceiro6,R$408.33,Pará,Não Promocional
7/2/2020,11,TipoA,Parceiro3,"R$1,532.43",Distrito Federal,Não Promocional
7/2/2020,16,TipoB,Parceiro2,"R$2,632.22",Minas Gerais,Não Promocional
7/2/2020,7,TipoB,Parceiro5,"R$2,885.24",Alagoas,Não Promocional
7/2/2020,7,TipoB,Parceiro14,"R$1,613.55",Acre,Não Promocional
7/2/2020,10,TipoA,Parceiro3,"R$2,105.19",Distrito Federal,Não Promocional
7/2/2020,14,TipoA,Parceiro4,R$993.96,São Paulo,Não Promocional
7/2/2020,16,TipoB,Parceiro9,"R$3,760.29",Espírito Santo,Não Promocional
7/2/2020,11,TipoB,Parceiro14,"R$2,420.81",Ceará,Não Promocional
7/2/2020,12,TipoB,Parceiro8,"R$2,892.82",Rio Grande do Sul,Não Promocional
7/2/2020,15,TipoB,Parceiro6,R$622.19,Pará,Não Promocional
7/2/2020,10,TipoA,Parceiro9,"R$1,083.99",Santa Catarina,Não Promocional
7/2/2020,13,TipoB,Parceiro1,R$157.77,Acre,Não Promocional
7/2/2020,14,TipoB,Parceiro1,"R$2,143.79",Amapá,Não Promocional
7/2/2020,14,TipoA,Parceiro5,"R$3,884.98",Santa Catarina,Não Promocional
7/2/2020,13,TipoA,Parceiro2,"R$2,426.70",Alagoas,Não Promocional
7/2/2020,8,TipoB,Parceiro9,"R$1,100.93",São Paulo,Não Promocional
7/2/2020,17,TipoA,Parceiro1,R$420.92,Ceará,Não Promocional
7/2/2020,15,TipoB,Parceiro11,"R$1,885.15",Amazonas,Não Promocional
7/2/2020,7,TipoB,Parceiro14,"R$3,817.35",Bahia,Não Promocional
7/2/2020,9,TipoB,Parceiro6,R$673.89,Amapá,Não Promocional
7/2/2020,17,TipoA,Parceiro15,"R$1,003.72",Santa Catarina,Não Promocional
7/2/2020,14,TipoA,Parceiro4,"R$3,756.15",Ceará,Não Promocional
7/2/2020,10,TipoB,Parceiro7,"R$3,731.43",Ceará,Não Promocional
7/2/2020,16,TipoA,Parceiro12,"R$3,346.59",Acre,Não Promocional
7/2/2020,8,TipoA,Parceiro1,"R$3,133.03",Espírito Santo,Não Promocional
7/2/2020,14,TipoB,Parceiro7,"R$3,784.41",Bahia,Não Promocional
7/2/2020,9,TipoA,Parceiro15,"R$3,507.79",Rio de Janeiro,Não Promocional
7/2/2020,15,TipoB,Parceiro10,"R$3,645.11",São Paulo,Não Promocional
7/2/2020,11,TipoB,Parceiro7,R$267.33,Minas Gerais,Não Promocional
7/2/2020,10,TipoC,Parceiro8,"R$2,326.26",Espírito Santo,Não Promocional
7/2/2020,17,TipoB,Parceiro6,"R$1,503.08",Pará,Não Promocional
7/2/2020,16,TipoB,Parceiro5,R$485.63,Amapá,Não Promocional
7/2/2020,9,TipoC,Parceiro11,R$658.89,Bahia,Não Promocional
7/2/2020,12,TipoB,Parceiro5,"R$2,199.37",Acre,Não Promocional
7/2/2020,17,TipoA,Parceiro10,R$698.52,Minas Gerais,Não Promocional
7/2/2020,11,TipoB,Parceiro13,R$525.70,Santa Catarina,Não Promocional
7/2/2020,11,TipoA,Parceiro12,"R$2,807.30",Mato Grosso do Sul,Não Promocional
7/2/2020,7,TipoA,Parceiro12,"R$2,674.10",Rio de Janeiro,Não Promocional
7/2/2020,9,TipoB,Parceiro6,R$983.95,Rio Grande do Sul,Não Promocional
7/2/2020,14,TipoC,Parceiro13,"R$2,337.58",Minas Gerais,Não Promocional
7/2/2020,11,TipoC,Parceiro7,"R$1,228.85",Rio Grande do Sul,Não Promocional
7/2/2020,8,TipoA,Parceiro7,"R$1,737.46",Rio Grande do Sul,Não Promocional
7/2/2020,10,TipoA,Parceiro6,R$288.42,São Paulo,Não Promocional
7/2/2020,17,TipoB,Parceiro6,"R$1,562.65",Mato Grosso do Sul,Não Promocional
7/2/2020,17,TipoB,Parceiro7,"R$3,830.91",Distrito Federal,Não Promocional
7/2/2020,8,TipoA,Parceiro12,R$143.70,Alagoas,Não Promocional
7/2/2020,4,TipoC,Parceiro11,"R$1,224.97",Pará,Não Promocional
7/2/2020,3,TipoC,Parceiro11,"R$2,563.54",Espírito Santo,Não Promocional
7/2/2020,3,TipoA,Parceiro13,"R$1,702.61",Sergipe,Não Promocional
7/2/2020,4,TipoB,Parceiro13,"R$1,616.56",Santa Catarina,Não Promocional
7/2/2020,3,TipoC,Parceiro9,"R$3,114.73",Bahia,Não Promocional
7/2/2020,6,TipoA,Parceiro5,"R$3,930.95",Alagoas,Não Promocional
7/2/2020,5,TipoC,Parceiro5,"R$2,491.97",Distrito Federal,Não Promocional
7/2/2020,5,TipoA,Parceiro7,R$19.87,Rio de Janeiro,Não Promocional
7/2/2020,5,TipoC,Parceiro7,"R$2,412.96",Sergipe,Não Promocional
7/2/2020,3,TipoB,Parceiro3,R$189.44,Piauí,Não Promocional
7/2/2020,6,TipoB,Parceiro4,"R$1,456.19",Paraná,Não Promocional
7/2/2020,3,TipoA,Parceiro9,"R$1,806.37",Ceará,Não Promocional
7/2/2020,5,TipoA,Parceiro6,"R$2,528.31",Mato Grosso do Sul,Não Promocional
7/2/2020,5,TipoB,Parceiro12,"R$2,252.15",Sergipe,Não Promocional
7/2/2020,4,TipoB,Parceiro3,"R$2,294.36",Alagoas,Não Promocional
7/2/2020,4,TipoC,Parceiro3,"R$2,967.33",Mato Grosso,Não Promocional
7/2/2020,5,TipoB,Parceiro11,"R$2,126.69",Mato Grosso do Sul,Não Promocional
7/2/2020,5,TipoB,Parceiro1,R$912.60,Mato Grosso,Não Promocional
7/2/2020,5,TipoB,Parceiro14,"R$2,722.45",Paraíba,Não Promocional
7/2/2020,5,TipoB,Parceiro2,"R$1,222.19",Rio de Janeiro,Não Promocional
7/2/2020,6,TipoB,Parceiro7,"R$1,839.39",Amazonas,Não Promocional
7/2/2020,6,TipoA,Parceiro9,"R$3,345.89",Pará,Não Promocional
7/2/2020,3,TipoA,Parceiro15,R$42.82,Paraíba,Não Promocional
7/2/2020,6,TipoA,Parceiro1,"R$1,078.56",Piauí,Não Promocional
7/2/2020,6,TipoC,Parceiro9,"R$1,761.82",Amapá,Não Promocional
7/2/2020,4,TipoB,Parceiro13,R$288.59,Ceará,Não Promocional
7/2/2020,5,TipoC,Parceiro4,"R$2,662.02",Mato Grosso do Sul,Não Promocional
7/2/2020,4,TipoB,Parceiro8,R$592.75,Maranhão,Não Promocional
7/2/2020,6,TipoB,Parceiro12,"R$3,870.46",Pernambuco,Não Promocional
7/2/2020,5,TipoC,Parceiro2,"R$3,850.71",Mato Grosso do Sul,Não Promocional
7/2/2020,5,TipoB,Parceiro11,"R$3,467.97",Espírito Santo,Não Promocional
7/2/2020,5,TipoB,Parceiro15,"R$1,003.42",Rio Grande do Sul,Não Promocional
7/2/2020,6,TipoB,Parceiro2,"R$1,395.24",São Paulo,Não Promocional
7/2/2020,28,TipoB,Parceiro4,"R$2,777.84",Sergipe,Não Promocional
7/2/2020,24,TipoB,Parceiro1,"R$1,578.50",Ceará,Não Promocional
7/2/2020,26,TipoA,Parceiro12,"R$1,219.40",Rio Grande do Sul,Não Promocional
7/2/2020,27,TipoC,Parceiro4,"R$1,524.70",Pará,Não Promocional
7/2/2020,27,TipoB,Parceiro12,R$463.82,Goiás,Não Promocional
7/2/2020,8,TipoA,Parceiro3,"R$1,739.32",Mato Grosso do Sul,Não Promocional
7/2/2020,8,TipoA,Parceiro6,"R$1,072.34",Goiás,Não Promocional
7/2/2020,7,TipoC,Parceiro13,R$981.41,Maranhão,Não Promocional
7/2/2020,33,TipoB,Parceiro6,"R$3,405.66",Espírito Santo,Não Promocional
7/2/2020,34,TipoC,Parceiro12,"R$2,875.34",Piauí,Super Promoção
7/2/2020,33,TipoA,Parceiro2,R$448.13,Santa Catarina,Super Promoção
7/2/2020,32,TipoB,Parceiro6,"R$1,937.57",Rio de Janeiro,Super Promoção
7/2/2020,35,TipoB,Parceiro6,"R$1,879.45",Rio de Janeiro,Super Promoção
7/3/2020,1,TipoA,Parceiro1,"R$2,499.58",Distrito Federal,Promocional
7/3/2020,5,TipoA,Parceiro6,"R$1,361.68",São Paulo,Promocional
7/3/2020,1,TipoB,Parceiro4,"R$1,679.44",Rio Grande do Sul,Promocional
7/3/2020,3,TipoB,Parceiro4,"R$3,972.31",Distrito Federal,Promocional
7/3/2020,1,TipoA,Parceiro5,"R$2,219.02",Rio Grande do Sul,Promocional
7/3/2020,4,TipoB,Parceiro3,R$262.18,São Paulo,Promocional
7/3/2020,3,TipoA,Parceiro3,R$141.80,Minas Gerais,Promocional
7/3/2020,2,TipoA,Parceiro7,"R$1,316.87",Rio de Janeiro,Promocional
7/3/2020,3,TipoB,Parceiro2,"R$2,865.97",Distrito Federal,Promocional
7/3/2020,3,TipoA,Parceiro2,R$415.04,Distrito Federal,Não Promocional
7/3/2020,1,TipoA,Parceiro4,"R$1,910.55",Distrito Federal,Não Promocional
7/3/2020,3,TipoB,Parceiro4,R$825.95,São Paulo,Não Promocional
7/3/2020,3,TipoA,Parceiro3,"R$2,284.29",São Paulo,Não Promocional
7/3/2020,5,TipoA,Parceiro1,"R$2,762.84",Distrito Federal,Não Promocional
7/3/2020,4,TipoB,Parceiro5,"R$3,661.51",Distrito Federal,Não Promocional
7/3/2020,1,TipoA,Parceiro1,"R$2,893.06",Distrito Federal,Não Promocional
7/3/2020,2,TipoA,Parceiro1,"R$3,103.65",Minas Gerais,Não Promocional
7/3/2020,1,TipoB,Parceiro2,"R$2,616.68",Rio de Janeiro,Não Promocional
7/3/2020,3,TipoB,Parceiro1,"R$2,655.71",Rio Grande do Sul,Não Promocional
7/3/2020,2,TipoA,Parceiro2,R$65.71,Minas Gerais,Não Promocional
7/3/2020,3,TipoA,Parceiro4,R$523.64,São Paulo,Não Promocional
7/3/2020,5,TipoA,Parceiro7,"R$2,486.92",São Paulo,Não Promocional
7/3/2020,3,TipoA,Parceiro7,R$174.59,Rio de Janeiro,Não Promocional
7/3/2020,3,TipoA,Parceiro6,"R$2,706.24",São Paulo,Não Promocional
7/3/2020,4,TipoB,Parceiro2,"R$2,673.67",São Paulo,Não Promocional
7/3/2020,3,TipoB,Parceiro2,"R$3,703.02",São Paulo,Não Promocional
7/3/2020,17,TipoB,Parceiro3,"R$2,208.06",Minas Gerais,Não Promocional
7/3/2020,10,TipoB,Parceiro2,"R$2,255.07",Minas Gerais,Não Promocional
7/3/2020,13,TipoA,Parceiro2,"R$1,403.41",Distrito Federal,Não Promocional
7/3/2020,17,TipoA,Parceiro4,"R$1,468.37",Minas Gerais,Não Promocional
7/3/2020,11,TipoB,Parceiro6,"R$1,289.59",Minas Gerais,Não Promocional
7/3/2020,16,TipoB,Parceiro1,"R$3,710.59",Minas Gerais,Não Promocional
7/3/2020,7,TipoB,Parceiro7,R$836.24,Rio Grande do Norte,Não Promocional
7/3/2020,10,TipoA,Parceiro1,"R$2,517.24",Santa Catarina,Não Promocional
7/3/2020,15,TipoA,Parceiro6,"R$2,181.24",Maranhão,Não Promocional
7/3/2020,15,TipoA,Parceiro2,"R$2,099.94",Rio Grande do Norte,Não Promocional
7/3/2020,12,TipoB,Parceiro4,"R$2,799.43",São Paulo,Não Promocional
7/3/2020,10,TipoB,Parceiro7,"R$2,910.08",Rio de Janeiro,Não Promocional
7/3/2020,14,TipoA,Parceiro6,"R$1,250.16",Santa Catarina,Não Promocional
7/3/2020,7,TipoA,Parceiro2,R$125.28,Distrito Federal,Não Promocional
7/3/2020,13,TipoA,Parceiro4,"R$3,383.30",Mato Grosso do Sul,Não Promocional
7/3/2020,12,TipoA,Parceiro3,"R$2,412.45",Espírito Santo,Não Promocional
7/3/2020,17,TipoB,Parceiro2,"R$3,173.58",Santa Catarina,Não Promocional
7/3/2020,9,TipoA,Parceiro9,"R$1,895.11",Amapá,Não Promocional
7/3/2020,13,TipoB,Parceiro10,"R$2,257.78",Distrito Federal,Não Promocional
7/3/2020,13,TipoB,Parceiro2,"R$3,787.39",Distrito Federal,Não Promocional
7/3/2020,11,TipoA,Parceiro6,"R$1,009.53",Espírito Santo,Não Promocional
7/3/2020,13,TipoB,Parceiro2,"R$2,718.22",Mato Grosso do Sul,Não Promocional
7/3/2020,14,TipoA,Parceiro7,"R$1,559.46",Rio Grande do Sul,Não Promocional
7/3/2020,11,TipoB,Parceiro7,"R$1,196.94",Distrito Federal,Não Promocional
7/3/2020,12,TipoB,Parceiro3,"R$3,849.15",Minas Gerais,Não Promocional
7/3/2020,12,TipoB,Parceiro12,"R$2,442.24",São Paulo,Não Promocional
7/3/2020,7,TipoA,Parceiro14,"R$1,607.15",Distrito Federal,Não Promocional
7/3/2020,13,TipoA,Parceiro1,R$107.67,Amazonas,Não Promocional
7/3/2020,14,TipoB,Parceiro13,R$626.83,Alagoas,Não Promocional
7/3/2020,14,TipoA,Parceiro5,"R$3,758.97",Mato Grosso do Sul,Não Promocional
7/3/2020,15,TipoA,Parceiro12,"R$1,154.04",São Paulo,Não Promocional
7/3/2020,15,TipoA,Parceiro1,"R$3,304.66",São Paulo,Não Promocional
7/3/2020,15,TipoA,Parceiro5,"R$3,328.99",Distrito Federal,Não Promocional
7/3/2020,12,TipoA,Parceiro4,R$216.35,Santa Catarina,Não Promocional
7/3/2020,9,TipoB,Parceiro14,R$205.82,Amazonas,Não Promocional
7/3/2020,16,TipoB,Parceiro12,"R$1,881.75",Minas Gerais,Não Promocional
7/3/2020,12,TipoB,Parceiro5,"R$3,824.19",Minas Gerais,Não Promocional
7/3/2020,14,TipoB,Parceiro5,R$831.08,Distrito Federal,Não Promocional
7/3/2020,13,TipoC,Parceiro9,"R$1,618.63",Alagoas,Não Promocional
7/3/2020,10,TipoC,Parceiro13,"R$3,910.76",Amazonas,Não Promocional
7/3/2020,16,TipoB,Parceiro13,"R$2,048.24",São Paulo,Não Promocional
7/3/2020,11,TipoA,Parceiro7,"R$2,110.21",Espírito Santo,Não Promocional
7/3/2020,13,TipoC,Parceiro6,"R$1,909.73",Pará,Não Promocional
7/3/2020,13,TipoA,Parceiro6,"R$3,372.10",Minas Gerais,Não Promocional
7/3/2020,15,TipoC,Parceiro11,"R$3,145.23",Espírito Santo,Não Promocional
7/3/2020,4,TipoA,Parceiro8,"R$1,528.66",São Paulo,Não Promocional
7/3/2020,5,TipoA,Parceiro12,"R$1,452.39",Ceará,Não Promocional
7/3/2020,3,TipoB,Parceiro11,"R$1,780.53",Bahia,Não Promocional
7/3/2020,6,TipoC,Parceiro13,R$871.90,Sergipe,Não Promocional
7/3/2020,3,TipoB,Parceiro3,"R$2,459.46",Bahia,Não Promocional
7/3/2020,4,TipoB,Parceiro9,R$930.71,Goiás,Não Promocional
7/3/2020,4,TipoA,Parceiro5,"R$2,170.53",Mato Grosso,Não Promocional
7/3/2020,6,TipoC,Parceiro11,R$723.17,Paraíba,Não Promocional
7/3/2020,5,TipoA,Parceiro12,"R$3,900.10",Distrito Federal,Não Promocional
7/3/2020,5,TipoA,Parceiro5,"R$3,027.91",Maranhão,Não Promocional
7/3/2020,6,TipoA,Parceiro15,R$502.54,Goiás,Não Promocional
7/3/2020,5,TipoC,Parceiro10,"R$2,008.36",São Paulo,Não Promocional
7/3/2020,6,TipoA,Parceiro5,"R$2,612.56",Espírito Santo,Não Promocional
7/3/2020,5,TipoB,Parceiro3,"R$1,861.36",Rio Grande do Norte,Não Promocional
7/3/2020,5,TipoB,Parceiro13,R$325.13,Espírito Santo,Não Promocional
7/3/2020,3,TipoB,Parceiro8,"R$3,266.93",São Paulo,Não Promocional
7/3/2020,4,TipoC,Parceiro1,"R$1,049.72",Piauí,Não Promocional
7/3/2020,5,TipoC,Parceiro8,"R$3,785.04",Rio de Janeiro,Não Promocional
7/3/2020,4,TipoA,Parceiro14,"R$2,457.84",Minas Gerais,Não Promocional
7/3/2020,4,TipoB,Parceiro7,R$315.38,Paraíba,Não Promocional
7/3/2020,4,TipoA,Parceiro10,"R$3,080.77",Alagoas,Não Promocional
7/3/2020,4,TipoA,Parceiro3,"R$3,662.71",Maranhão,Não Promocional
7/3/2020,3,TipoB,Parceiro12,"R$1,353.22",Rio de Janeiro,Não Promocional
7/3/2020,4,TipoA,Parceiro15,"R$1,456.02",Paraíba,Não Promocional
7/3/2020,6,TipoB,Parceiro5,"R$2,017.46",Sergipe,Não Promocional
7/3/2020,3,TipoC,Parceiro15,R$890.30,Rio Grande do Norte,Não Promocional
7/3/2020,3,TipoA,Parceiro14,R$4.19,Maranhão,Não Promocional
7/3/2020,4,TipoA,Parceiro3,"R$3,692.89",Piauí,Não Promocional
7/3/2020,4,TipoA,Parceiro12,"R$1,849.63",Espírito Santo,Não Promocional
7/3/2020,3,TipoA,Parceiro3,R$284.82,Acre,Não Promocional
7/3/2020,3,TipoA,Parceiro10,"R$3,976.26",Mato Grosso do Sul,Não Promocional
7/3/2020,6,TipoC,Parceiro14,R$651.37,Maranhão,Não Promocional
7/3/2020,5,TipoB,Parceiro2,"R$3,611.39",Minas Gerais,Não Promocional
7/3/2020,3,TipoC,Parceiro2,"R$1,958.21",Santa Catarina,Não Promocional
7/3/2020,4,TipoB,Parceiro15,"R$2,761.04",São Paulo,Não Promocional
7/3/2020,4,TipoB,Parceiro9,"R$1,135.67",Pernambuco,Não Promocional
7/3/2020,4,TipoA,Parceiro11,R$804.31,Rio Grande do Norte,Não Promocional
7/3/2020,22,TipoB,Parceiro11,"R$2,253.66",Maranhão,Não Promocional
7/3/2020,25,TipoB,Parceiro5,R$962.84,Acre,Não Promocional
7/3/2020,27,TipoC,Parceiro6,"R$1,948.67",Alagoas,Não Promocional
7/3/2020,24,TipoA,Parceiro3,"R$3,067.07",Ceará,Não Promocional
7/3/2020,27,TipoB,Parceiro14,"R$1,248.69",Distrito Federal,Não Promocional
7/3/2020,30,TipoC,Parceiro4,"R$3,390.31",Paraíba,Não Promocional
7/3/2020,27,TipoA,Parceiro15,"R$1,497.80",Rondônia,Não Promocional
7/3/2020,8,TipoB,Parceiro15,"R$3,178.20",Santa Catarina,Super Promoção
7/3/2020,16,TipoA,Parceiro7,"R$1,893.20",Rio Grande do Sul,Super Promoção
7/3/2020,35,TipoB,Parceiro8,R$655.89,Minas Gerais,Super Promoção
7/3/2020,24,TipoA,Parceiro10,"R$3,532.93",Sergipe,Super Promoção
7/3/2020,3,TipoA,Parceiro14,"R$1,076.04",Paraná,Super Promoção
7/3/2020,29,TipoA,Parceiro2,"R$3,454.55",São Paulo,Super Promoção
7/3/2020,9,TipoC,Parceiro14,"R$3,239.19",São Paulo,Super Promoção
7/3/2020,9,TipoB,Parceiro11,"R$1,939.12",Minas Gerais,Super Promoção
7/3/2020,1,TipoC,Parceiro7,"R$1,992.66",São Paulo,Super Promoção
7/3/2020,18,TipoB,Parceiro5,"R$3,781.35",Rio de Janeiro,Super Promoção
7/3/2020,33,TipoC,Parceiro14,R$159.12,Rio de Janeiro,Super Promoção
7/3/2020,25,TipoA,Parceiro8,"R$2,953.26",São Paulo,Super Promoção
7/4/2020,2,TipoA,Parceiro5,"R$1,083.91",Rio de Janeiro,Promocional
7/4/2020,3,TipoB,Parceiro4,"R$1,798.60",Rio Grande do Sul,Promocional
7/4/2020,5,TipoA,Parceiro7,"R$3,088.59",Rio Grande do Sul,Promocional
7/4/2020,2,TipoB,Parceiro5,R$252.72,Distrito Federal,Promocional
7/4/2020,2,TipoA,Parceiro7,R$799.36,Minas Gerais,Promocional
7/4/2020,4,TipoB,Parceiro4,R$555.87,Rio de Janeiro,Promocional
7/4/2020,3,TipoB,Parceiro7,R$246.25,São Paulo,Promocional
7/4/2020,2,TipoB,Parceiro2,"R$1,127.65",São Paulo,Promocional
7/4/2020,4,TipoB,Parceiro6,"R$3,016.58",São Paulo,Promocional
7/4/2020,1,TipoA,Parceiro1,"R$3,435.12",Minas Gerais,Promocional
7/4/2020,2,TipoB,Parceiro3,R$804.20,Distrito Federal,Promocional
7/4/2020,4,TipoA,Parceiro7,"R$1,196.19",Rio Grande do Sul,Promocional
7/4/2020,4,TipoB,Parceiro6,"R$2,919.63",Rio de Janeiro,Promocional
7/4/2020,1,TipoA,Parceiro5,"R$3,109.37",Minas Gerais,Promocional
7/4/2020,1,TipoA,Parceiro2,R$860.74,Distrito Federal,Promocional
7/4/2020,1,TipoA,Parceiro7,R$667.39,São Paulo,Promocional
7/4/2020,4,TipoB,Parceiro4,"R$3,682.64",Rio de Janeiro,Promocional
7/4/2020,3,TipoB,Parceiro7,"R$1,545.16",Rio Grande do Sul,Não Promocional
7/4/2020,2,TipoB,Parceiro5,R$172.59,São Paulo,Não Promocional
7/4/2020,4,TipoB,Parceiro1,"R$1,258.18",Minas Gerais,Não Promocional
7/4/2020,1,TipoA,Parceiro2,"R$3,083.66",Rio Grande do Sul,Não Promocional
7/4/2020,2,TipoA,Parceiro4,"R$3,238.43",São Paulo,Não Promocional
7/4/2020,1,TipoB,Parceiro4,"R$3,067.59",Rio de Janeiro,Não Promocional
7/4/2020,3,TipoB,Parceiro1,R$292.11,São Paulo,Não Promocional
7/4/2020,3,TipoB,Parceiro7,R$417.99,Rio Grande do Sul,Não Promocional
7/4/2020,3,TipoB,Parceiro3,"R$1,944.49",São Paulo,Não Promocional
7/4/2020,5,TipoA,Parceiro6,"R$1,176.81",São Paulo,Não Promocional
7/4/2020,5,TipoB,Parceiro1,"R$1,287.36",Rio de Janeiro,Não Promocional
7/4/2020,5,TipoB,Parceiro2,"R$1,567.89",Rio de Janeiro,Não Promocional
7/4/2020,3,TipoA,Parceiro1,R$516.92,Rio Grande do Sul,Não Promocional
7/4/2020,4,TipoB,Parceiro7,"R$1,243.69",Minas Gerais,Não Promocional
7/4/2020,7,TipoB,Parceiro6,R$954.93,Minas Gerais,Não Promocional
7/4/2020,12,TipoB,Parceiro1,R$16.64,Distrito Federal,Não Promocional
7/4/2020,16,TipoA,Parceiro1,"R$1,378.94",Rio Grande do Norte,Não Promocional
7/4/2020,11,TipoB,Parceiro2,"R$3,576.64",Roraima,Não Promocional
7/4/2020,17,TipoB,Parceiro3,"R$2,355.22",Distrito Federal,Não Promocional
7/4/2020,11,TipoA,Parceiro7,"R$3,898.59",Alagoas,Não Promocional
7/4/2020,15,TipoB,Parceiro7,"R$1,361.05",Mato Grosso do Sul,Não Promocional
7/4/2020,16,TipoA,Parceiro1,R$828.18,Ceará,Não Promocional
7/4/2020,13,TipoA,Parceiro6,R$398.61,Acre,Não Promocional
7/4/2020,8,TipoA,Parceiro7,"R$1,136.34",Rio Grande do Sul,Não Promocional
7/4/2020,7,TipoB,Parceiro3,"R$1,822.48",Tocantins,Não Promocional
7/4/2020,16,TipoB,Parceiro4,"R$2,345.78",Rio de Janeiro,Não Promocional
7/4/2020,9,TipoA,Parceiro5,"R$2,822.33",Tocantins,Não Promocional
7/4/2020,9,TipoA,Parceiro3,"R$3,514.37",Amapá,Não Promocional
7/4/2020,11,TipoA,Parceiro2,R$67.89,Santa Catarina,Não Promocional
7/4/2020,7,TipoB,Parceiro2,"R$1,405.37",Mato Grosso do Sul,Não Promocional
7/4/2020,14,TipoA,Parceiro7,"R$2,530.18",Rio Grande do Sul,Não Promocional
7/4/2020,13,TipoB,Parceiro7,"R$1,117.64",Espírito Santo,Não Promocional
7/4/2020,14,TipoA,Parceiro4,R$815.16,Espírito Santo,Não Promocional
7/4/2020,17,TipoB,Parceiro11,"R$1,869.27",Espírito Santo,Não Promocional
7/4/2020,12,TipoA,Parceiro13,R$798.45,Rio Grande do Sul,Não Promocional
7/4/2020,10,TipoA,Parceiro11,R$494.67,Mato Grosso do Sul,Não Promocional
7/4/2020,7,TipoB,Parceiro8,"R$3,910.90",Distrito Federal,Não Promocional
7/4/2020,14,TipoB,Parceiro7,"R$3,532.14",Rio Grande do Sul,Não Promocional
7/4/2020,9,TipoB,Parceiro8,"R$1,254.35",Distrito Federal,Não Promocional
7/4/2020,12,TipoB,Parceiro11,R$8.85,Alagoas,Não Promocional
7/4/2020,8,TipoB,Parceiro13,"R$3,807.46",Mato Grosso do Sul,Não Promocional
7/4/2020,7,TipoB,Parceiro13,"R$2,696.79",Alagoas,Não Promocional
7/4/2020,14,TipoB,Parceiro14,R$51.01,Amazonas,Não Promocional
7/4/2020,12,TipoA,Parceiro12,"R$1,852.14",Distrito Federal,Não Promocional
7/4/2020,14,TipoB,Parceiro11,R$218.74,Rio de Janeiro,Não Promocional
7/4/2020,17,TipoB,Parceiro1,R$106.62,Amapá,Não Promocional
7/4/2020,16,TipoB,Parceiro1,"R$2,889.37",Bahia,Não Promocional
7/4/2020,13,TipoB,Parceiro13,R$621.56,Amazonas,Não Promocional
7/4/2020,7,TipoB,Parceiro13,"R$2,340.09",Mato Grosso do Sul,Não Promocional
7/4/2020,8,TipoA,Parceiro15,R$242.35,Mato Grosso do Sul,Não Promocional
7/4/2020,9,TipoB,Parceiro7,"R$1,046.97",Amazonas,Não Promocional
7/4/2020,14,TipoB,Parceiro1,R$75.45,Rio Grande do Sul,Não Promocional
7/4/2020,17,TipoB,Parceiro15,"R$3,541.38",Santa Catarina,Não Promocional
7/4/2020,8,TipoA,Parceiro4,"R$3,500.44",Acre,Não Promocional
7/4/2020,15,TipoA,Parceiro5,"R$1,614.88",Minas Gerais,Não Promocional
7/4/2020,12,TipoB,Parceiro3,"R$3,244.52",Ceará,Não Promocional
7/4/2020,7,TipoB,Parceiro14,"R$1,746.81",Santa Catarina,Não Promocional
7/4/2020,17,TipoA,Parceiro7,"R$3,730.08",Distrito Federal,Não Promocional
7/4/2020,17,TipoB,Parceiro6,R$625.58,Rio Grande do Sul,Não Promocional
7/4/2020,16,TipoB,Parceiro8,"R$3,328.80",Alagoas,Não Promocional
7/4/2020,10,TipoB,Parceiro8,"R$2,066.33",Bahia,Não Promocional
7/4/2020,13,TipoB,Parceiro7,"R$2,574.79",Amapá,Não Promocional
7/4/2020,7,TipoA,Parceiro11,R$816.73,Acre,Não Promocional
7/4/2020,17,TipoB,Parceiro13,R$679.09,Minas Gerais,Não Promocional
7/4/2020,7,TipoC,Parceiro12,R$396.98,Distrito Federal,Não Promocional
7/4/2020,12,TipoC,Parceiro6,"R$2,320.28",Amapá,Não Promocional
7/4/2020,10,TipoC,Parceiro8,R$490.55,Pará,Não Promocional
7/4/2020,12,TipoA,Parceiro10,"R$2,361.94",Alagoas,Não Promocional
